smsa,year,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation,states,primary_state,adoption_year,event_year,treat
"DAYTON, OHIO",1971,9979,9679,4197,396,348,4738,300,365,144435,137227,82233,4325,3660,47009,7208,OH,OH,Inf,-Inf,0
"DAYTONA BEACH, FLA",1971,4387,4237,2205,68,111,1853,150,46,74859,73165,36288,770,1047,35060,1695,FL,FL,Inf,-Inf,0
"DECATUR, ILL",1971,767,767,583,0,0,184,0,13,17148,17148,15582,0,0,1566,0,IL,IL,Inf,-Inf,0
"DENVER-BOULDER, COLO",1971,35690,35590,15261,778,859,18692,100,795,436359,434486,267202,9253,7846,150186,1873,CO,CO,Inf,-Inf,0
"DES MOINES, IOWA",1971,3699,3699,1481,240,20,1958,0,112,67438,67438,41765,3352,275,22046,0,IA,IA,Inf,-Inf,0
"DETROIT, MICH",1971,35740,35600,19377,102,843,15278,140,831,678706,676224,448296,1475,12340,214114,2482,MI,MI,Inf,-Inf,0
"DUBUQUE, IOWA",1971,480,480,161,6,31,282,0,22,6002,6002,2538,70,226,3168,0,IA,IA,Inf,-Inf,0
"DULUTH-SUPERIOR, MINN-WIS",1971,1277,1277,623,24,24,606,0,16,13924,13924,7301,282,319,6022,0,MN-WI,MN,1972,-1,0
"RALEIGH-DURHAM, NC",1971,11455,11455,3952,118,204,7181,0,558,136041,136041,79196,1073,2078,53694,0,NC,NC,1971,0,1
"ELMIRA, NY",1971,214,214,188,0,4,22,0,2,4732,4732,4493,0,39,200,0,NY,NY,1975,-4,0
"EL PASO, TEX",1971,5878,5518,2547,162,37,2772,360,352,79272,73292,44446,1733,416,26697,5981,TX,TX,Inf,-Inf,0
"ERIE, PA",1971,1923,1923,1187,24,42,670,0,50,28338,28338,21271,246,410,6412,0,PA,PA,Inf,-Inf,0
"EUGENE-SPRINGFIELD, OREG",1971,3375,3375,1488,324,147,1416,0,83,44547,44547,26663,4069,1376,12438,0,OR,OR,Inf,-Inf,0
"EVANSVILLE, IND-KY",1971,2691,2461,792,28,96,1545,230,90,23707,21020,12525,255,975,7265,2687,IN-KY,IN,1972,-1,0
"FALL RIVER, MASS-RI",1971,2119,2055,867,42,26,1120,64,22,27917,26737,13992,356,208,12181,1180,MA-RI,MA,1977,-6,0
"FARGO-MOORHEAD, ND-MN",1971,705,605,389,56,24,136,100,11,13457,12143,9613,779,317,1434,1315,ND-MN,ND,1973,-2,0
"FAYETTEVILLE, NC",1971,705,705,347,24,90,244,0,34,10919,10919,7014,288,605,3012,0,NC,NC,1971,0,1
"FITCHBURG-LEOMINSTER, MASS",1971,1769,1669,262,2,3,1402,100,72,18962,16700,4403,30,36,12231,2262,MA,MA,1977,-6,0
"FLINT, MICH",1971,5265,5265,3372,16,371,1506,0,112,82018,82018,62063,239,5027,14690,0,MI,MI,Inf,-Inf,0
"FLORENCE, ALA",1971,660,660,578,12,23,47,0,5,8636,8636,8156,124,152,204,0,AL,AL,Inf,-Inf,0
"FORT LAUDERDALE-HOLLYWOOD, FLA",1971,25378,25378,5279,950,1554,17595,0,607,420682,420682,130924,12777,15820,261161,0,FL,FL,Inf,-Inf,0
"FORT MEYERS-CAPE CORAL, FLA",1971,4330,4330,2287,360,49,1634,0,78,59297,59297,36749,3587,537,18423,0,FL,FL,Inf,-Inf,0
"FORT SMITH, ARK-OKLA",1971,1206,1206,478,22,67,639,0,26,15686,15686,9352,255,459,5619,0,AR-OK,AR,Inf,-Inf,0
"FORT WAYNE, IND",1971,3017,3017,1271,28,35,1683,0,95,38694,38694,26642,312,297,11443,0,IN,IN,1972,-1,0
"FRESNO, CALIF",1971,6196,6196,2311,462,723,2700,0,282,68794,68794,37243,4687,6329,20535,0,CA,CA,1970,1,1
"GADSDEN, ALA",1971,134,134,116,0,12,6,0,1,1884,1884,1762,0,74,49,0,AL,AL,Inf,-Inf,0
"GAINESVILLE, FLA",1971,3335,3335,816,8,7,2504,0,22,41636,41636,15185,71,62,26318,0,FL,FL,Inf,-Inf,0
"GALVESTON-TEXAS CITY, TEX",1971,1294,1294,437,2,0,855,0,42,15221,15221,9502,39,0,5680,0,TX,TX,Inf,-Inf,0
"GARY-HAMMOND-EAST CHICAGO, IND",1971,4985,4985,3059,236,134,1556,0,80,82448,82448,62620,2923,1531,15375,0,IN,IN,1972,-1,0
"GRAND RAPIDS, MICH",1971,5031,5031,3019,204,190,1618,0,82,80771,80771,61592,2462,1819,14898,0,MI,MI,Inf,-Inf,0
"GREAT FALLS, MONT",1971,394,394,189,4,24,177,0,17,4236,4236,2182,42,228,1784,0,MT,MT,1971,0,1
"GREEN BAY, WIS",1971,1960,1940,984,212,124,620,20,47,29425,29191,19460,2723,1005,6002,234,WI,WI,1972,-1,0
"GREENSBORO-WINSTON-SALEM-HIGH POINT, NC",1971,9218,8878,4408,62,159,4249,340,446,123000,118780,74143,490,1175,42971,4220,NC,NC,1971,0,1
"GREENVILLE, SC",1971,4828,4625,2282,232,96,2015,203,112,64985,62060,41571,1667,822,18001,2925,SC,SC,Inf,-Inf,0
"HAMILTON-MIDDLETOWN, OHIO",1971,3057,3057,1156,60,90,1751,0,120,45753,45753,27596,720,1113,16324,0,OH,OH,Inf,-Inf,0
"HARRISBURG, PA",1971,3457,3457,1341,16,280,1820,0,113,44183,44183,27858,198,2407,13720,0,PA,PA,Inf,-Inf,0
"HARTFORD, CONN",1971,4317,4261,1821,116,47,2277,56,127,61838,61070,39390,1500,447,19732,768,CT,CT,1973,-2,0
"HONOLULU, HAWAII",1971,8499,8487,3775,70,354,4288,12,189,163061,162915,85321,1287,8731,67576,146,HI,HI,1974,-3,0
"HOUSTON, TEX",1971,33742,33742,5768,408,284,27282,0,2385,335968,335968,129941,4782,3261,197983,0,TX,TX,Inf,-Inf,0
"HUNTINGTON-ASHLAND, WVA-KY-OHIO",1971,506,409,99,10,8,292,97,18,5826,4261,2459,56,94,1653,1565,WV-KY-OH,WV,Inf,-Inf,0
"HUNTSVILLE, ALA",1971,981,981,749,60,36,136,0,13,13104,13104,11650,433,270,751,0,AL,AL,Inf,-Inf,0
"INDIANAPOLIS, IND",1971,11567,11567,5146,292,43,6086,0,209,171252,171252,102874,3434,459,64486,0,IN,IN,1972,-1,0
"JACKSON, MICH",1971,960,833,580,42,12,199,127,4,13772,12203,9847,460,111,1785,1569,MI,MI,Inf,-Inf,0
"JACKSON, MISS",1971,3087,3087,1735,24,300,1028,0,110,40461,40461,29500,246,2132,8583,0,MS,MS,Inf,-Inf,0
"JACKSONVILLE, FLA",1971,6660,6660,2384,26,65,4185,0,392,78921,78921,35483,280,629,42529,0,FL,FL,Inf,-Inf,0
"JERSEY CITY, NJ",1971,1017,1017,49,374,57,537,0,15,12342,12342,1082,4971,439,5851,0,NJ,NJ,1989,-18,0
"JOHNSTOWN, PA",1971,697,697,183,12,88,414,0,20,9520,9520,4205,118,1195,4002,0,PA,PA,Inf,-Inf,0
"KALAMAZOO, MICH",1971,2136,2034,713,82,143,1096,102,75,32489,31168,16981,1356,2424,10407,1321,MI,MI,Inf,-Inf,0
"KANSAS CITY, MO-KANS",1971,16360,16198,6256,1194,457,8291,162,587,241579,238594,128771,15291,5587,88945,2986,MO-KS,MO,Inf,-Inf,0
"KENOSHA, WIS",1971,914,914,599,34,96,185,0,12,14068,14068,10495,464,970,2139,0,WI,WI,1972,-1,0
"KILLEEN-TEMPLE, TEX",1971,1755,1755,885,88,51,731,0,38,21741,21741,16186,657,267,4632,0,TX,TX,Inf,-Inf,0
"KNOXVILLE, TENN",1971,4461,4411,2211,80,56,2064,50,124,50442,49802,34774,769,484,13775,640,TN,TN,Inf,-Inf,0
"LACROSSE, WIS",1971,689,689,465,60,20,144,0,18,11800,11800,9449,782,251,1319,0,WI,WI,1972,-1,0
"LAFAYETTE-WEST LAFAYETTE, IND",1971,803,803,424,34,11,334,0,8,11066,11066,8592,427,120,1927,0,IN,IN,1972,-1,0
"LAFAYETTE, LA",1971,875,875,487,2,3,383,0,35,11967,11967,7983,12,24,3948,0,LA,LA,Inf,-Inf,0
"LAKE CHARLES, LA",1971,463,463,304,16,39,104,0,11,9013,9013,7253,228,449,1082,0,LA,LA,Inf,-Inf,0
"LAKELAND-WINTER HAVEN, FLA",1971,1150,1010,550,32,48,380,140,39,13753,12010,8169,252,415,3174,1743,FL,FL,Inf,-Inf,0
"LANCASTER, PA",1971,1738,1738,953,10,16,759,0,80,27368,27368,20676,128,175,6389,0,PA,PA,Inf,-Inf,0
"LANSING-EAST LANSING, MICH",1971,3635,3635,2204,166,100,1165,0,82,66271,66271,47430,2908,1656,14277,0,MI,MI,Inf,-Inf,0
"LAREDO, TEX",1971,537,537,242,0,0,295,0,8,4135,4135,2323,0,0,1812,0,TX,TX,Inf,-Inf,0
"LAS VEGAS, NEV",1971,7862,7857,5380,42,137,2298,5,211,139668,139574,112216,591,1624,25143,94,NV,NV,Inf,-Inf,0
"LAWRENCE-HAVERHILL, MASS-NH",1971,2989,2939,744,154,61,1980,50,60,36307,35512,15554,1942,523,17493,795,MA-NH,MA,1977,-6,0
"LAWTON, OKLA",1971,1278,1278,723,14,12,529,0,36,16992,16992,13284,113,56,3539,0,OK,OK,Inf,-Inf,0
"LEWISTON-AUBURN, MAINE",1971,361,361,245,0,4,112,0,14,5656,5656,4426,0,40,1190,0,MN,MN,1973,-2,0
"LEXINGTON-FAYETTE, KY",1971,3161,3161,1314,126,246,1475,0,137,37632,37632,23279,1360,2020,10972,0,KY,KY,Inf,-Inf,0
"LIMA, OHIO",1971,532,532,291,40,75,126,0,6,7199,7199,5223,374,545,1057,0,OH,OH,Inf,-Inf,0
"LINCOLN, NEBR",1971,2336,2336,867,74,74,1321,0,108,25663,25663,12335,801,694,11832,0,NE,NE,Inf,-Inf,0
"LITTLE ROCK-NORTH LITTLE ROCK, ARK",1971,4242,3991,1861,82,67,1981,251,51,70341,66666,43463,822,580,21802,3675,AR,AR,Inf,-Inf,0
"LONG BRANCH-ASBURY PARK, NJ",1971,5202,5202,2720,62,7,2413,0,110,90163,90163,64531,778,65,24788,0,NJ,NJ,1989,-18,0
"LORAIN-ELYRIA, OHIO",1971,2446,2446,1211,82,23,1130,0,84,41950,41950,28831,1012,360,11747,0,OH,OH,Inf,-Inf,0
"LOS ANGELES-LONG BEACH, CALIF",1971,44718,44718,11304,646,1909,30859,0,1377,743250,743250,275614,8969,26730,431938,0,CA,CA,1970,1,1
"LOUISVILLE, KY-IND",1971,13664,13491,4860,14,772,7845,173,446,150625,147882,85704,148,5497,56533,2743,KY-IN,KY,1972,-1,0
"LOWELL, MASS-NH",1971,2484,2484,970,18,4,1492,0,41,36675,36675,17721,162,40,18753,0,MA-NH,MA,1977,-6,0
"LUBBOCK, TEX",1971,1961,1961,921,134,40,866,0,22,34290,34290,21833,2298,330,9829,0,TX,TX,Inf,-Inf,0
"LYNCHBURG, VA",1971,2205,2205,749,56,54,1346,0,132,30621,30621,16109,644,633,13235,0,VA,VA,1973,-2,0
"MCALLEN-PHARR-EDINBURG, TEX",1971,1489,1389,653,34,77,625,100,59,15710,14486,8070,344,648,5424,1224,TX,TX,Inf,-Inf,0
"MACON, GA",1971,2377,2377,1161,172,215,829,0,68,20857,20857,13035,1394,1438,4989,0,GA,GA,1991,-20,0
"MADISON, WIS",1971,4845,4845,1270,376,78,3121,0,184,55456,55456,25368,4629,785,24673,0,WI,WI,1972,-1,0
"MANCHESTER, NH",1971,862,862,277,42,29,514,0,48,13279,13279,4904,451,373,7552,0,NH,NH,Inf,-Inf,0
"MANSFIELD, OHIO",1971,878,878,541,82,41,214,0,20,15952,15952,12130,1168,428,2226,0,OH,OH,Inf,-Inf,0
"MELBOURNE-TITUSVILLE-COCOA, FLA",1971,994,994,902,10,11,71,0,7,19236,19236,17909,167,160,1000,0,FL,FL,Inf,-Inf,0
"MEMPHIS, TENN-ARK",1971,13981,13558,5742,1054,0,6762,423,291,173277,167627,99068,10218,0,58340,5651,TN-AR,TN,Inf,-Inf,0
"MERIDEN, CONN",1971,806,806,179,2,0,625,0,45,9309,9309,2936,25,0,6348,0,CT,CT,1973,-2,0
"MIAMI, FLA",1971,29938,29738,8680,2436,1299,17323,200,648,452417,448520,169014,30224,15685,233597,3897,FL,FL,Inf,-Inf,0
"MIDLAND, TEX",1971,186,186,160,0,0,26,0,1,5103,5103,4683,0,0,420,0,TX,TX,Inf,-Inf,0
"MILWAUKEE, WIS",1971,10955,10955,5160,670,162,4963,0,272,172268,172268,110461,9898,1933,49976,0,WI,WI,1972,-1,0
"MINNEAPOLIS-ST PAUL, MN-WI",1971,22103,22103,8660,250,127,13066,0,300,393444,393444,210989,4645,1880,175930,0,MN-WI,MN,1972,-1,0
"MOBILE, ALA",1971,2561,2471,1461,10,23,977,90,87,26045,24620,17141,83,211,7185,1426,AL,AL,Inf,-Inf,0
"MODESTO, CALIF",1971,3088,3088,1687,300,312,789,0,59,45945,45945,31276,3642,3574,7453,0,CA,CA,1970,1,1
"MONROE, LA",1971,1163,863,524,2,4,333,300,15,16468,11119,8471,15,28,2605,5349,LA,LA,Inf,-Inf,0
"MONTGOMERY, ALA",1971,3637,3637,1693,6,124,1814,0,201,41346,41346,24340,51,865,16090,0,AL,AL,Inf,-Inf,0
"MUNCIE, IND",1971,868,868,463,68,63,274,0,20,15135,15135,9829,764,522,4020,0,IN,IN,1972,-1,0
"MUSKEGON-NORTON SHORES-MUSKEGON HEIGHTS, MICH",1971,748,748,682,2,0,64,0,6,12701,12701,11911,15,0,775,0,MI,MI,Inf,-Inf,0
"NASHUA, NH",1971,539,539,358,18,3,160,0,2,7592,7592,5981,172,30,1408,0,NH,NH,Inf,-Inf,0
"NASHVILLE-DAVIDSON, TENN",1971,8521,8423,3248,588,71,4516,98,179,98574,97347,49160,4546,451,43190,1226,TN,TN,Inf,-Inf,0
"NEWARK, NJ",1971,7052,7012,2550,266,39,4157,40,229,117474,116579,68044,3178,445,44911,895,NJ,NJ,1989,-18,0
"NEW BEDFORD, MASS",1971,808,808,501,44,152,111,0,11,11434,11434,9044,523,1122,745,0,MA,MA,1977,-6,0
"NEW BRITAIN, CONN",1971,857,857,391,142,6,318,0,32,10283,10283,5821,1273,89,3099,0,CT,CT,1973,-2,0
"NEW BRUNSWICK-PERTH AMBOY-SAYREVILLE, NJ",1971,3842,3468,1763,244,132,1329,374,95,57303,52140,36024,2627,1977,11512,5163,NJ,NJ,1989,-18,0
"NEW HAVEN-WEST HAVEN, CONN",1971,3171,2971,751,32,30,2158,200,68,38676,35208,17007,402,390,17408,3468,CT,CT,1973,-2,0
"NEW ORLEANS, LA",1971,18781,18572,8228,956,1344,8044,209,161,280686,277222,168362,14404,14884,79572,3464,LA,LA,Inf,-Inf,0
"NEWPORT NEWS-HAMPTON, VA",1971,4509,4509,1877,82,857,1693,0,161,56872,56872,31380,751,8266,16476,0,VA,VA,1973,-2,0
"NEW YORK, NY-NJ",1971,54485,52803,15333,4184,437,32849,1682,679,1023659,976154,296212,51216,5097,623629,47505,NY-NJ,NY,1975,-4,0
"NORFOLK-VIRGINIA BEACH-PORTSMOUTH, VA-NC",1971,10910,10310,3922,288,320,5780,600,720,164496,153909,84878,3227,3544,62259,10587,VA-NC,VA,1971,0,1
"NORWALK, CONN",1971,439,439,251,10,32,146,0,19,11139,11139,8607,151,369,2012,0,CT,CT,1973,-2,0
"NEW LONDON-GROTON-NORWICH, CONN",1971,1827,1452,651,8,32,761,375,39,27325,20113,13900,103,256,5855,7212,CT,CT,1973,-2,0
"ODESSA, TEX",1971,229,229,141,60,0,28,0,1,4583,4583,3365,1053,0,165,0,TX,TX,Inf,-Inf,0
"SALT LAKE CITY-OGDEN, UTAH",1971,9430,9108,4887,456,884,2881,322,168,131355,127980,86027,6121,10019,25812,3375,UT,UT,Inf,-Inf,0
"OKLAHOMA CITY, OKLA",1971,17895,17895,5918,310,105,11562,0,325,233204,233204,114887,5105,2028,111184,0,OK,OK,Inf,-Inf,0
"OMAHA, NEBR-IOWA",1971,8599,8599,3723,68,37,4771,0,304,77333,77333,44161,600,532,32040,0,NE-IA,NE,Inf,-Inf,0
"ORLANDO, FLA",1971,14170,13970,7903,236,36,5795,200,299,184487,181838,127212,2130,358,52138,2648,FL,FL,Inf,-Inf,0
"OWENSBORO, KY",1971,737,737,422,4,4,307,0,9,11131,11131,7578,40,34,3479,0,KY,KY,Inf,-Inf,0
"OXNARD-SIMI VALLEY- VENTURA, CALIF",1971,8145,8145,3267,290,980,3608,0,310,134491,134491,77536,5051,11200,40704,0,CA,CA,1970,1,1
"PARKERSBURG-MARIETTA, WVA-OHIO",1971,293,293,179,2,34,78,0,5,4418,4418,3321,30,334,734,0,WV-OH,WV,Inf,-Inf,0
"PATERSON-CLIFTON-PASSAIC, NJ",1971,4565,4565,1746,458,36,2325,0,56,92619,92619,51157,6923,427,34112,0,NJ,NJ,1989,-18,0
"PENSACOLA, FLA",1971,3679,3479,2309,120,52,998,200,70,50587,47273,37830,965,588,7889,3314,FL,FL,Inf,-Inf,0
"PEORIA, ILL",1971,2309,2309,1677,74,53,505,0,24,44208,44208,37368,1058,582,5200,0,IL,IL,Inf,-Inf,0
"PETERSBURG-COLONIAL HEIGHTS-HOPEWELL, VA",1971,1892,1892,726,78,171,917,0,51,21832,21832,11714,771,1779,7567,0,VA,VA,1973,-2,0
"PHILADELPHIA, PA-NJ",1971,32451,32381,13561,1136,638,17046,70,1044,423974,423018,263902,9672,5745,143700,956,PA-NJ,PA,1989,-18,0
"PHOENIX, ARIZ",1971,34028,33828,20910,842,1890,10186,200,797,425700,422820,303548,10710,19289,89273,2880,AZ,AZ,Inf,-Inf,0
"PINE BLUFF, ARK",1971,497,497,292,12,15,178,0,18,5234,5234,3516,85,89,1544,0,AR,AR,Inf,-Inf,0
"PITTSBURGH, PA",1971,9796,9467,5359,132,96,3880,329,147,144359,139203,100748,1635,1133,35688,5155,PA,PA,Inf,-Inf,0
"PITTSFIELD, MASS",1971,297,297,129,6,4,158,0,19,5809,5809,3026,91,150,2542,0,MA,MA,1977,-6,0
"PORTLAND, MAINE",1971,1949,1849,653,206,31,959,100,72,29505,27513,12777,3374,251,11112,1992,MN,MN,1973,-2,0
"PORTLAND, OREG-WASH",1971,16946,16726,7807,1196,1374,6349,220,535,250415,247124,159139,12759,14045,61181,3292,OR-WA,OR,1971,0,1
"POUGHKEEPSIE, NY",1971,2377,2237,987,2,0,1248,140,58,38577,34975,20340,20,0,14614,3602,NY,NY,1975,-4,0
"PROVIDENCE-PAWTUCKET-WARWICK, RI-MASS",1971,7360,7205,2685,236,130,4154,155,176,83654,81361,46846,2830,1521,30164,2293,RI-MA,RI,1977,-6,0
"PROVO-OREM, UTAH",1971,2115,2115,881,264,173,797,0,49,25522,25522,15515,2448,1328,6231,0,UT,UT,Inf,-Inf,0
"PUEBLO, COLO",1971,2459,2459,959,174,190,1136,0,50,23681,23681,12440,1645,1429,8168,0,CO,CO,Inf,-Inf,0
"RACINE, WIS",1971,1026,1026,714,94,8,210,0,18,19257,19257,15699,1318,110,2130,0,WI,WI,1972,-1,0
"READING, PA",1971,1987,1987,1155,26,22,784,0,51,26433,26433,20075,288,293,5777,0,PA,PA,Inf,-Inf,0
"RENO, NEV",1971,3935,3915,1662,210,445,1598,20,120,69342,69057,38609,2501,7190,20757,285,NV,NV,Inf,-Inf,0
"RICHLAND-KENNEWICK-PASCO, WASH",1971,550,550,380,38,105,27,0,2,9457,9457,7579,437,1146,295,0,WA,WA,1971,0,1
"RICHMOND, VA",1971,7971,7971,4491,108,666,2706,0,257,88311,88311,66873,800,4278,16361,0,VA,VA,1973,-2,0
"RIVERSIDE-SAN BERNARDINO-ONTARIO, CALIF",1971,15554,15250,8731,426,1166,4927,304,384,254275,248157,171053,6542,14886,55675,6118,CA,CA,1970,1,1
"ROANOKE, VA",1971,4794,4794,1532,272,75,2915,0,164,43849,43849,22411,2058,521,18859,0,VA,VA,1973,-2,0
"ROCHESTER, MINN",1971,314,314,303,0,3,8,0,1,7521,7521,7274,0,47,200,0,MN,MN,1973,-2,0
"ROCHESTER, NY",1971,9004,9004,3337,98,319,5250,0,225,149379,149379,69928,1198,3140,75113,0,NY,NY,1975,-4,0
"ROCKFORD, ILL",1971,1802,1802,1520,28,7,247,0,10,28557,28557,25844,410,70,2233,0,IL,IL,Inf,-Inf,0
"SACRAMENTO, CALIF",1971,14168,14167,6661,790,911,5805,1,518,207613,207580,131519,11408,9746,54907,33,CA,CA,1970,1,1
"SAGINAW, MICH",1971,1879,1879,1366,104,68,341,0,22,33078,33078,27436,1326,693,3623,0,MI,MI,Inf,-Inf,0
"ST JOSEPH, MO",1971,270,270,246,20,4,0,0,0,3730,3730,3511,168,51,0,0,MO,MO,Inf,-Inf,0
"ST LOUIS, MO-ILL",1971,18926,18526,8839,250,741,8696,400,565,293712,283548,178334,3616,9894,91704,10164,MO-IL,MO,Inf,-Inf,0
"SALEM, OREG",1971,3459,3459,1285,360,423,1391,0,124,40469,40469,21927,3817,3879,10847,0,OR,OR,Inf,-Inf,0
"SALINAS-SEASIDE-MONTEREY, CALIF",1971,3068,3068,1446,98,369,1155,0,86,54323,54323,34656,1736,5207,12723,0,CA,CA,1970,1,1
"SAN ANGELO, TEX",1971,729,729,285,0,0,444,0,12,6869,6869,4022,0,0,2847,0,TX,TX,Inf,-Inf,0
"SAN ANTONIO, TEX",1971,6932,6932,4810,96,120,1906,0,52,80801,80801,60913,810,1170,17908,0,TX,TX,Inf,-Inf,0
"SAN DIEGO, CALIF",1971,37443,36543,16908,988,2405,16242,900,1186,596917,580906,356670,14090,28459,181688,16011,CA,CA,1970,1,1
"SAN FRANCISCO-OAKLAND, CALIF",1971,38766,38766,16553,836,2042,19335,0,1243,686714,686714,374718,13853,30545,267598,0,CA,CA,1970,1,1
"SAN JOSE, CALIF",1971,19584,19584,9318,318,2161,7787,0,725,307549,307549,189982,4841,28497,84228,0,CA,CA,1970,1,1
"SANTA BARBARA-SANTA MARIA-LOMPOC, CALIF",1971,2154,2154,975,84,164,931,0,76,44562,44562,30549,1675,2401,9937,0,CA,CA,1970,1,1
"SANTA CRUZ, CALIF",1971,2817,2817,1377,148,198,1094,0,60,36839,36839,23837,1671,2053,9277,0,CA,CA,1970,1,1
"SANTA ROSA, CALIF",1971,4439,4439,2894,288,538,719,0,85,78294,78294,60013,3852,6240,8188,0,CA,CA,1970,1,1
"SARASOTA, FLA",1971,3974,3974,2439,156,158,1221,0,91,60671,60671,42056,1471,1778,15366,0,FL,FL,Inf,-Inf,0
"SAVANNAH, GA",1971,1548,1548,1135,14,3,396,0,20,20699,20699,17339,90,21,3249,0,GA,GA,1991,-20,0
"SCRANTON, PA",1971,502,502,311,0,0,191,0,10,7570,7570,5492,0,0,2078,0,PA,PA,Inf,-Inf,0
"SEATTLE-EVERETT, WASH",1971,6530,6530,4534,126,149,1721,0,49,132286,132286,108741,1814,1870,19861,0,WA,WA,1971,0,1
"SHERMAN-DENISON, TEX",1971,488,488,338,6,0,144,0,2,7011,7011,5722,65,0,1225,0,TX,TX,Inf,-Inf,0
"SHREVEPORT, LA",1971,4640,4640,2994,0,0,1646,0,34,56005,56005,40783,0,0,15221,0,LA,LA,Inf,-Inf,0
"SIOUX CITY, IOWA-NEBR",1971,580,580,297,8,21,254,0,16,7712,7712,5126,82,274,2229,0,IA-NE,IA,Inf,-Inf,0
"SIOUX FALLS, SDAK",1971,923,923,317,18,92,496,0,27,10031,10031,4693,197,773,4367,0,SD,SD,1974,-3,0
"SOUTH BEND, IND",1971,1509,1509,1003,34,14,458,0,40,26939,26939,20861,700,100,5279,0,IN,IN,1972,-1,0
"SPARTANBURG, SC",1971,1614,1614,1614,0,0,0,0,0,31633,31633,31633,0,0,0,0,SC,SC,Inf,-Inf,0
"SPOKANE, WASH",1971,4018,4018,1811,268,263,1676,0,106,65009,65009,42411,3779,2614,16205,0,WA,WA,1971,0,1
"SPRINGFIELD, ILL",1971,1334,1334,579,98,62,595,0,36,23617,23617,13835,1793,787,7203,0,IL,IL,Inf,-Inf,0
"SPRINGFIELD, MO",1971,2790,2770,1722,122,42,884,20,24,35161,34873,23787,1061,274,9751,289,MO,MO,Inf,-Inf,0
"SPRINGFIELD, OHIO",1971,806,806,604,18,48,136,0,6,11748,11748,9892,184,738,935,0,OH,OH,Inf,-Inf,0
"SPRINGFIELD-CHICOPEE-HOLYOKE, MASS-CONN",1971,5001,4927,1726,126,112,2963,74,217,65838,64380,30668,1093,1637,30982,1458,MA-CT,MA,1973,-2,0
"STAMFORD, CONN",1971,1159,1009,303,48,30,628,150,34,29183,26124,13100,1053,513,11457,3059,CT,CT,1973,-2,0
"STEUBENVILLE-WEIRTON, OHIO-WVA",1971,258,258,123,10,20,105,0,9,3900,3900,2842,112,207,739,0,OH-WV,OH,Inf,-Inf,0
"STOCKTON, CALIF",1971,3178,3178,1515,98,271,1294,0,63,44216,44216,27984,1122,3036,12074,0,CA,CA,1970,1,1
"SYRACUSE, NY",1971,3358,3358,1381,54,57,1866,0,78,52860,52860,27387,551,605,24317,0,NY,NY,1975,-4,0
"TACOMA, WASH",1971,4744,4744,2835,406,379,1124,0,92,75506,75506,56879,4788,2837,11002,0,WA,WA,1971,0,1
"TALLAHASSEE, FLA",1971,3294,3294,1289,154,86,1765,0,71,42842,42842,26673,1222,693,14254,0,FL,FL,Inf,-Inf,0
"TAMPA-ST PETERSBURG, FLA",1971,28687,28687,10413,1348,486,16440,0,938,359083,359083,164398,10727,5131,178827,0,FL,FL,Inf,-Inf,0
"TERRE HAUTE, IND",1971,286,53,41,0,6,6,233,1,5308,914,742,0,36,136,4394,IN,IN,1972,-1,0
"TEXARKANA, TEX-ARK",1971,1190,1010,502,4,12,492,180,8,11820,9269,5078,30,70,4091,2551,TX-AR,TX,Inf,-Inf,0
"TOLEDO, OHIO-MICH",1971,6996,6996,2768,156,202,3870,0,197,93009,93009,53773,1822,2357,35058,0,OH-MI,OH,Inf,-Inf,0
"TOPEKA, KANS",1971,1205,1205,674,20,120,391,0,31,21045,21045,15512,304,1412,3817,0,KS,KS,Inf,-Inf,0
"TRENTON, NJ",1971,3035,3035,1322,0,0,1713,0,83,52975,52975,36074,0,0,16901,0,NJ,NJ,1989,-18,0
"TUCSON, ARIZ",1971,10530,10515,5898,388,774,3455,15,102,159979,159681,110824,4963,8233,35662,298,AZ,AZ,Inf,-Inf,0
"TULSA, OKLA",1971,6179,6179,2743,340,51,3045,0,244,76501,76501,45103,4730,474,26196,0,OK,OK,Inf,-Inf,0
"TUSCALOOSA, ALA",1971,1751,1601,657,154,233,557,150,49,20984,19087,11183,1266,2857,3781,1897,AL,AL,Inf,-Inf,0
"TYLER, TEX",1971,667,667,287,10,0,370,0,5,9898,9898,5844,117,0,3937,0,TX,TX,Inf,-Inf,0
"UTICA-ROME, NY",1971,906,858,352,4,3,499,48,12,15928,14927,5734,31,20,9143,1001,NY,NY,1975,-4,0
"VALLEJO-FAIRFIELD-NAPA, CALIF",1971,4336,4336,2408,52,512,1364,0,118,67818,67818,46860,591,5618,14748,0,CA,CA,1970,1,1
"VINELAND-MILLVILLE-BRIDGETON, NJ",1971,1840,1530,657,14,7,852,310,88,26271,19804,12229,165,56,7354,6467,NJ,NJ,1989,-18,0
"WACO, TEX",1971,1004,972,422,48,18,484,32,8,14123,13733,8954,649,156,3975,390,TX,TX,Inf,-Inf,0
"WASHINGTON, DC-MD-VA",1971,37722,37722,21526,324,4,15868,0,388,577196,577196,396566,2585,52,177993,0,DC-MD-VA,DC,1973,-2,0
